payment_id,transaction_timestamp,merchant_id,customer_id,amount,currency,processing_fee,payment_method,card_type,card_network,issuer_country,billing_country,ip_country,device_type,device_id,is_new_device,is_new_customer,is_cross_border,country_mismatch_flag,velocity_1h,authentication_used,authentication_result,risk_score,decision,authorisation_status,decline_reason,confirmed_fraud,refund_status,transaction_date,transaction_month,merchant_name,industry,merchant_country,merchant_size,merchant_risk_category,platform_type,reserve_rate,expected_monthly_volume,customer_country,account_created_at,customer_segment,historical_orders,historical_chargebacks,email_age_days,lifetime_value,dispute_id,dispute_date,dispute_reason,disputed_amount,dispute_fee,dispute_status,resolution_date,recovered_amount,net_dispute_loss,approved_flag,declined_flag,has_dispute,approved_amount,gross_processing_revenue,modelled_fraud_loss,modelled_nonfraud_dispute_loss
P0029656,"2025-03-02 21:56:20",M00053,C004351,16.47,EUR,0.43,Card,Credit,Visa,ES,ES,ES,Mobile,DEV004351,0,0,1,0,1,1,Successful,29,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-02,2025-03,"Synthetic Merchant 053",Gaming,IE,Medium,High,Marketplace,0.1206,179670.03,ES,2023-12-04,Returning,18,0,1050,1506.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,16.47,0.43,0.00,0.00
P0004677,"2025-03-02 21:58:48",M00005,C002258,37.56,EUR,0.73,Card,Credit,Mastercard,CA,CA,GB,Desktop,DEV002258,0,0,1,1,1,1,Successful,37,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-02,2025-03,"Synthetic Merchant 005","Digital Products",NL,Small,Medium,Direct,0.0687,19662.14,CA,2022-12-31,Occasional,1,0,1191,118.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,37.56,0.73,0.00,0.00
P0026472,"2025-03-02 22:03:18",M00036,C001726,156.98,EUR,2.40,Card,Debit,Visa,CA,CA,CA,Mobile,NEWDEV141265,1,1,1,0,1,1,Successful,40,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-02,2025-03,"Synthetic Merchant 036","Subscription Software",NL,Enterprise,Low,Subscription,0.0160,2698628.20,CA,2025-02-03,New,1,0,967,111.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,156.98,2.40,0.00,0.00
P0000851,"2025-03-02 22:12:24",M00023,C008086,433.83,GBP,6.27,Card,Credit,Mastercard,ES,ES,ES,Tablet,DEV008086,0,0,1,0,1,1,Successful,35,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-02,2025-03,"Synthetic Merchant 023",Travel,GB,Enterprise,High,Marketplace,0.1089,2708181.47,ES,2017-04-24,Loyal,54,0,3498,6389.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,433.83,6.27,0.00,0.00
P0024855,"2025-03-02 22:41:54",M00097,C009423,29.48,AUD,0.61,Card,Credit,Mastercard,NL,NL,NL,Mobile,DEV009423,0,0,1,0,1,1,Successful,20,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-02,2025-03,"Synthetic Merchant 097","Food Delivery",AU,Medium,High,Marketplace,0.0791,379586.08,NL,2023-11-14,Occasional,5,0,1288,359.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,29.48,0.61,0.00,0.00
P0005079,"2025-03-02 22:52:03",M00087,C009288,14.39,CAD,0.40,Card,Debit,Visa,GB,GB,GB,Mobile,DEV009288,0,0,1,0,1,1,Successful,31,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-02,2025-03,"Synthetic Merchant 087","Digital Products",CA,Enterprise,High,Marketplace,0.0813,2517105.26,IE,2022-07-18,Returning,16,0,1929,1608.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,14.39,0.40,0.00,0.00
P0031455,"2025-03-02 23:02:38",M00028,C002571,20.18,AUD,0.48,Card,Credit,Visa,IT,IT,IT,Mobile,DEV002571,0,1,1,0,1,1,Successful,34,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-02,2025-03,"Synthetic Merchant 028","Digital Products",AU,Enterprise,Medium,Direct,0.0402,4712196.07,IT,2024-12-25,Occasional,1,0,972,64.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,20.18,0.48,0.00,0.00
P0045903,"2025-03-02 23:14:46",M00068,C004444,186.57,GBP,2.81,"Digital Wallet",Debit,Visa,IT,IT,IT,Mobile,NEWDEV815318,1,0,1,0,1,1,Successful,34,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-02,2025-03,"Synthetic Merchant 068",Electronics,GB,Medium,Medium,Direct,0.0321,322666.33,IT,2019-01-30,Returning,6,0,3188,455.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,186.57,2.81,0.00,0.00
P0049891,"2025-03-02 23:28:10",M00034,C009174,49.31,USD,0.89,Card,Debit,Mastercard,IT,IT,IT,Mobile,DEV009174,0,0,1,0,1,1,Successful,35,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-02,2025-03,"Synthetic Merchant 034",Gaming,US,Small,High,Direct,0.1105,36241.81,IT,2023-02-18,Occasional,3,0,1234,129.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,49.31,0.89,0.00,0.00
P0049694,"2025-03-02 23:45:01",M00039,C008606,156.74,CAD,2.39,"Digital Wallet",Debit,Visa,AU,AU,AU,Desktop,DEV008606,0,0,1,0,1,1,Successful,14,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-02,2025-03,"Synthetic Merchant 039","Subscription Software",CA,Small,Medium,Subscription,0.0344,42324.29,AU,2022-10-03,Returning,6,0,1752,446.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,156.74,2.39,0.00,0.00
P0045803,"2025-03-03 00:54:25",M00094,C009336,19.57,GBP,0.47,Card,Credit,Visa,AU,AU,AU,Mobile,DEV009336,0,0,1,0,1,1,Successful,36,Approve,Declined,"Issuer Decline",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 094",Gaming,GB,Enterprise,High,Direct,0.0971,1362213.54,AU,2023-06-18,Occasional,3,0,1488,161.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0045847,"2025-03-03 01:01:25",M00068,C009336,714.87,GBP,10.21,Card,Credit,Visa,AU,AU,IE,Mobile,DEV009336,0,0,1,1,2,1,Successful,41,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 068",Electronics,GB,Medium,Medium,Direct,0.0321,322666.33,AU,2023-06-18,Occasional,3,0,1488,161.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,714.87,10.21,0.00,0.00
P0003747,"2025-03-03 01:04:19",M00091,C009646,85.20,EUR,1.39,"Digital Wallet",Debit,Mastercard,US,US,US,Mobile,DEV009646,0,0,1,0,1,0,"Not Attempted",26,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 091",Ticketing,ES,Medium,High,Marketplace,0.0993,292787.35,US,2022-05-08,Occasional,4,0,1606,430.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,85.20,1.39,0.00,0.00
P0022913,"2025-03-03 01:05:50",M00036,C008558,44.62,EUR,0.82,Card,Debit,Amex,AU,AU,AU,Mobile,DEV008558,0,0,1,0,1,1,Successful,15,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 036","Subscription Software",NL,Enterprise,Low,Subscription,0.0160,2698628.20,AU,2020-02-07,Returning,13,0,2395,1031.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,44.62,0.82,0.00,0.00
P0032831,"2025-03-03 01:13:09",M00009,C006311,87.01,USD,1.42,Card,Credit,Visa,IE,IE,IE,Mobile,DEV006311,0,0,1,0,1,0,"Not Attempted",25,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 009",Ticketing,US,Small,High,Direct,0.1325,25651.21,IE,2024-02-20,Returning,17,0,758,1374.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,87.01,1.42,0.00,0.00
P0033962,"2025-03-03 01:13:16",M00067,C000840,22.25,GBP,0.51,Card,Credit,Mastercard,IT,IE,IE,Desktop,DEV000840,0,0,1,1,1,1,Failed,39,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 067","Food Delivery",GB,Medium,Low,Direct,0.0255,139191.90,IE,2022-01-04,Returning,22,0,2077,731.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,22.25,0.51,0.00,0.00
P0001441,"2025-03-03 01:25:41",M00087,C006895,59.04,CAD,1.03,Card,Credit,Visa,US,US,US,Mobile,NEWDEV757559,1,1,1,0,1,1,Successful,60,Review,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 087","Digital Products",CA,Enterprise,High,Marketplace,0.0813,2517105.26,US,2025-02-17,New,2,0,825,209.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,59.04,1.03,0.00,0.00
P0036418,"2025-03-03 01:26:21",M00055,C004565,30.40,GBP,0.63,Card,Credit,Visa,GB,GB,GB,Tablet,DEV004565,0,0,0,0,1,0,"Not Attempted",10,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 055","Food Delivery",GB,Medium,Low,Subscription,0.0292,410397.88,GB,2021-09-21,Returning,16,0,1588,1868.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,30.40,0.63,0.00,0.00
P0025575,"2025-03-03 01:31:30",M00091,C001018,68.63,EUR,1.16,"Digital Wallet",Debit,Mastercard,IE,IE,IE,Desktop,DEV001018,0,0,1,0,1,1,Successful,30,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 091",Ticketing,ES,Medium,High,Marketplace,0.0993,292787.35,IE,2022-10-10,Occasional,3,0,1823,179.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,68.63,1.16,0.00,0.00
P0034109,"2025-03-03 01:56:16",M00094,C000840,28.30,GBP,0.60,"Digital Wallet",Debit,Visa,IE,IE,IE,Mobile,DEV000840,0,0,1,0,2,0,"Not Attempted",26,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 094",Gaming,GB,Enterprise,High,Direct,0.0971,1362213.54,IE,2022-01-04,Returning,22,0,2077,731.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,28.30,0.60,0.00,0.00
P0017401,"2025-03-03 01:57:56",M00049,C005943,337.83,CAD,4.93,Card,Debit,Mastercard,CA,CA,CA,Mobile,DEV005943,0,0,0,0,1,1,Successful,22,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 049",Travel,CA,Medium,High,Marketplace,0.1129,281400.29,CA,2024-02-20,Occasional,2,0,914,43.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,337.83,4.93,0.00,0.00
P0017439,"2025-03-03 02:06:56",M00055,C005943,23.80,GBP,0.53,"Bank Transfer","Not Applicable","Not Applicable",CA,CA,CA,Desktop,DEV005943,0,0,1,0,2,0,"Not Attempted",8,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 055","Food Delivery",GB,Medium,Low,Subscription,0.0292,410397.88,CA,2024-02-20,Occasional,2,0,914,43.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,23.80,0.53,0.00,0.00
P0048481,"2025-03-03 02:32:29",M00096,C009721,26.48,USD,0.57,"Digital Wallet",Debit,Mastercard,AU,AU,AU,Mobile,DEV009721,0,0,1,0,1,1,Successful,30,Approve,Declined,"Insufficient Funds",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 096","Food Delivery",US,Medium,High,Direct,0.1082,392644.65,AU,2023-01-11,Occasional,2,0,1240,181.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0005385,"2025-03-03 02:56:06",M00028,C000222,37.03,AUD,0.72,Card,Debit,Visa,GB,GB,GB,Mobile,DEV000222,0,0,1,0,1,1,Successful,24,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 028","Digital Products",AU,Enterprise,Medium,Direct,0.0402,4712196.07,GB,2023-05-30,Occasional,5,0,1059,285.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,37.03,0.72,0.00,0.00
P0005575,"2025-03-03 03:01:06",M00048,C000222,29.49,USD,0.61,"Bank Transfer","Not Applicable","Not Applicable",GB,GB,IE,Mobile,DEV000222,0,0,1,1,2,0,"Not Attempted",39,Approve,Approved,"Not Applicable",0,"Partially Refunded",2025-03-03,2025-03,"Synthetic Merchant 048",Gaming,US,Enterprise,Medium,Marketplace,0.0661,4908068.06,GB,2023-05-30,Occasional,5,0,1059,285.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,29.49,0.61,0.00,0.00
P0038794,"2025-03-03 03:29:48",M00037,C008842,41.78,EUR,0.78,"Digital Wallet",Credit,Visa,CA,CA,CA,Desktop,DEV008842,0,0,1,0,1,0,"Not Attempted",27,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 037",Gaming,ES,Enterprise,Medium,Subscription,0.0522,3352888.00,CA,2023-04-01,Occasional,6,0,1448,467.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,41.78,0.78,0.00,0.00
P0011591,"2025-03-03 03:43:39",M00059,C002878,82.12,USD,1.35,Card,Debit,Mastercard,FR,FR,FR,Mobile,DEV002878,0,0,1,0,1,1,Failed,32,Approve,Declined,"Authentication Failed",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 059",Ticketing,US,Small,High,Direct,0.1237,20013.70,FR,2020-06-17,Loyal,94,0,2545,9825.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0034736,"2025-03-03 04:00:46",M00094,C002430,16.81,GBP,0.44,Card,Debit,Amex,DE,DE,DE,Desktop,DEV002430,0,0,1,0,1,1,Successful,35,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 094",Gaming,GB,Enterprise,High,Direct,0.0971,1362213.54,DE,2023-01-10,Occasional,1,0,1637,153.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,16.81,0.44,0.00,0.00
P0012200,"2025-03-03 04:01:38",M00023,C009741,191.60,GBP,2.88,"Digital Wallet",Debit,Mastercard,IT,IT,IT,Desktop,DEV009741,0,0,1,0,1,1,Successful,33,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 023",Travel,GB,Enterprise,High,Marketplace,0.1089,2708181.47,IT,2024-11-08,Occasional,4,0,688,195.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,191.60,2.88,0.00,0.00
P0002318,"2025-03-03 05:09:50",M00087,C007148,23.59,CAD,0.53,Card,Credit,Mastercard,DE,DE,DE,Mobile,NEWDEV474758,1,0,1,0,1,1,Failed,45,Approve,Declined,"Authentication Failed",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 087","Digital Products",CA,Enterprise,High,Marketplace,0.0813,2517105.26,DE,2022-03-24,Occasional,2,0,1913,186.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0034933,"2025-03-03 05:10:46",M00058,C002448,15.80,EUR,0.42,Card,Debit,Mastercard,AU,AU,AU,Desktop,DEV002448,0,0,1,0,1,0,"Not Attempted",0,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 058","Food Delivery",IT,Medium,Low,Direct,0.0286,103880.11,AU,2022-08-29,Occasional,5,0,1911,175.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,15.80,0.42,0.00,0.00
P0028544,"2025-03-03 05:35:59",M00035,C005020,35.61,EUR,0.70,Card,Debit,Mastercard,CA,CA,CA,Desktop,DEV005020,0,0,1,0,1,1,Successful,22,Approve,Approved,"Not Applicable",0,"Fully Refunded",2025-03-03,2025-03,"Synthetic Merchant 035","Subscription Software",IE,Small,Medium,Subscription,0.0596,10897.60,CA,2023-04-27,Occasional,3,0,1544,200.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,35.61,0.70,0.00,0.00
P0030530,"2025-03-03 05:53:23",M00023,C008416,634.71,GBP,9.09,Card,Debit,Mastercard,CA,CA,CA,Mobile,NEWDEV475695,1,1,1,0,1,1,Successful,56,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 023",Travel,GB,Enterprise,High,Marketplace,0.1089,2708181.47,CA,2025-01-19,Occasional,1,0,435,119.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,634.71,9.09,0.00,0.00
P0035887,"2025-03-03 05:59:06",M00032,C008586,319.56,GBP,4.67,Card,Credit,Amex,US,US,US,Mobile,DEV008586,0,0,1,0,1,0,"Not Attempted",4,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 032",Marketplace,GB,Small,Low,Marketplace,0.0220,44355.29,US,2022-04-04,Returning,14,0,1580,813.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,319.56,4.67,0.00,0.00
P0020364,"2025-03-03 06:09:10",M00031,C009063,13.95,EUR,0.40,Card,Debit,Amex,FR,FR,FR,Desktop,DEV009063,0,0,1,0,1,1,Successful,24,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 031","Digital Products",DE,Small,High,Direct,0.0893,10524.11,FR,2021-11-27,Returning,7,0,1567,225.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,13.95,0.40,0.00,0.00
P0000138,"2025-03-03 06:19:08",M00060,C001538,123.74,EUR,1.93,"Digital Wallet",Credit,Visa,IE,IE,NL,Mobile,DEV001538,0,0,1,1,1,1,Successful,31,Approve,Declined,"Insufficient Funds",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 060","Subscription Software",IT,Medium,Low,Subscription,0.0173,191497.99,IE,2024-08-08,Occasional,6,0,1172,678.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0041972,"2025-03-03 06:23:46",M00068,C001279,141.84,GBP,2.19,Card,Debit,Visa,ES,ES,ES,Desktop,NEWDEV144794,1,0,1,0,1,1,Successful,30,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 068",Electronics,GB,Medium,Medium,Direct,0.0321,322666.33,ES,2024-02-07,Occasional,6,0,1348,411.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,141.84,2.19,0.00,0.00
P0010052,"2025-03-03 06:27:24",M00011,C006027,28.40,EUR,0.60,Card,Debit,Visa,GB,GB,GB,Desktop,DEV006027,0,1,1,0,1,1,Successful,45,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 011",Ticketing,IE,Medium,High,Direct,0.0943,63868.03,GB,2025-01-13,New,1,0,512,113.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,28.40,0.60,0.00,0.00
P0003890,"2025-03-03 06:57:36",M00028,C002966,54.58,AUD,0.96,Card,Credit,Mastercard,IT,IT,IT,Mobile,DEV002966,0,0,1,0,1,1,Successful,30,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 028","Digital Products",AU,Enterprise,Medium,Direct,0.0402,4712196.07,IT,2023-10-12,Returning,14,1,972,701.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,54.58,0.96,0.00,0.00
P0017171,"2025-03-03 07:11:37",M00056,C004270,267.20,EUR,3.94,Card,Debit,Mastercard,ES,ES,ES,Mobile,NEWDEV201158,1,0,1,0,1,1,Successful,47,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 056",Electronics,NL,Medium,High,Subscription,0.0903,315534.15,ES,2022-04-22,Loyal,74,0,1791,6667.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,267.20,3.94,0.00,0.00
P0016224,"2025-03-03 07:16:40",M00065,C005493,80.29,EUR,1.32,Card,Debit,Visa,AU,AU,AU,Mobile,NEWDEV484278,1,1,1,0,1,1,Successful,50,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 065",Fashion,DE,Enterprise,Medium,Direct,0.0652,1777587.97,AU,2025-02-10,Occasional,6,0,910,812.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,80.29,1.32,0.00,0.00
P0002763,"2025-03-03 07:18:50",M00037,C005635,39.00,EUR,0.75,Card,Debit,Mastercard,FR,FR,FR,Desktop,DEV005635,0,0,1,0,1,1,Successful,30,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 037",Gaming,ES,Enterprise,Medium,Subscription,0.0522,3352888.00,FR,2023-02-18,Loyal,26,0,1082,2876.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,39.00,0.75,0.00,0.00
P0014048,"2025-03-03 08:11:25",M00028,C001698,65.83,AUD,1.12,Card,Credit,Mastercard,IE,IE,IE,Mobile,DEV001698,0,0,1,0,1,0,"Not Attempted",23,Approve,Declined,"Insufficient Funds",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 028","Digital Products",AU,Enterprise,Medium,Direct,0.0402,4712196.07,IE,2022-12-19,Occasional,6,0,1415,463.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0005881,"2025-03-03 09:02:46",M00080,C007128,33.11,EUR,0.66,Card,Credit,Visa,AU,AU,AU,Tablet,DEV007128,0,0,1,0,1,0,"Not Attempted",8,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 080","Food Delivery",DE,Small,Low,Direct,0.0203,38151.76,AU,2024-10-26,Returning,16,0,877,2232.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,33.11,0.66,0.00,0.00
P0030932,"2025-03-03 09:33:48",M00079,C006589,40.86,EUR,0.77,Card,Debit,Visa,GB,GB,GB,Mobile,DEV006589,0,1,1,0,1,0,"Not Attempted",22,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 079",Fashion,IE,Small,Medium,Direct,0.0426,40434.45,GB,2025-01-26,New,1,0,699,116.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,40.86,0.77,0.00,0.00
P0005216,"2025-03-03 09:58:54",M00008,C005154,189.57,EUR,2.85,"Digital Wallet",Debit,Visa,FR,ES,ES,Mobile,NEWDEV746547,1,0,1,1,1,1,Successful,39,Approve,Declined,"Issuer Decline",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 008","Subscription Software",NL,Small,Low,Subscription,0.0236,11288.86,ES,2022-05-10,Occasional,5,0,1497,461.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0.00,0.00,0.00,0.00
P0003392,"2025-03-03 10:35:58",M00070,C002147,53.29,USD,0.95,"Digital Wallet",Debit,Visa,CA,CA,CA,Desktop,NEWDEV582410,1,1,1,0,1,1,Successful,44,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 070",Fashion,US,Medium,Medium,Direct,0.0381,106215.66,CA,2025-03-01,New,1,0,489,148.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,53.29,0.95,0.00,0.00
P0048455,"2025-03-03 11:02:24",M00095,C004021,349.27,GBP,5.09,Card,Debit,Mastercard,NL,NL,NL,Mobile,DEV004021,0,0,1,0,1,1,Successful,34,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 095",Travel,GB,Enterprise,High,Direct,0.0706,1751099.48,NL,2024-02-24,Returning,6,0,776,690.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,349.27,5.09,0.00,0.00
P0014252,"2025-03-03 11:10:33",M00095,C002517,670.83,GBP,9.59,Card,Debit,Mastercard,FR,FR,IT,Mobile,DEV002517,0,0,1,1,1,1,Successful,58,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 095",Travel,GB,Enterprise,High,Direct,0.0706,1751099.48,FR,2022-04-08,Returning,10,0,1879,710.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,670.83,9.59,0.00,0.00
P0014940,"2025-03-03 11:19:55",M00089,C009899,505.45,USD,7.28,"Digital Wallet",Credit,Visa,ES,ES,ES,Desktop,DEV009899,0,0,1,0,1,1,Successful,20,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 089",Marketplace,US,Small,Medium,Marketplace,0.0393,18142.67,ES,2023-01-10,Occasional,3,0,1387,222.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,505.45,7.28,0.00,0.00
P0000977,"2025-03-03 12:24:21",M00096,C009850,20.71,USD,0.49,Card,Debit,Amex,FR,FR,FR,Desktop,DEV009850,0,0,1,0,1,1,Successful,36,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 096","Food Delivery",US,Medium,High,Direct,0.1082,392644.65,FR,2020-04-06,Returning,12,0,2555,1394.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,20.71,0.49,0.00,0.00
P0029313,"2025-03-03 12:34:50",M00096,C003653,25.10,USD,0.55,"Digital Wallet",Credit,Mastercard,AU,AU,NL,Mobile,DEV003653,0,0,1,1,1,1,Successful,38,Approve,Approved,"Not Applicable",0,"Not Refunded",2025-03-03,2025-03,"Synthetic Merchant 096","Food Delivery",US,Medium,High,Direct,0.1082,392644.65,AU,2019-08-21,Returning,7,0,2629,429.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,25.10,0.55,0.00,0.00
